Created with UCDetector 2.0.0	2025-07-17 13:00:59	http://www.ucdetector.org/	Created by class: org.ucdetector.report.TextReport	
net.minecraft.src.EntityAIMoveIndoors.EntityAIMoveIndoors(EntityAIMoveIndoors.java:9)	Change visibility of Constructor "EntityAIMoveIndoors.EntityAIMoveIndoors(EntityCreature)" to default	EntityAIMoveIndoors.EntityAIMoveIndoors(EntityCreature)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.BlockFarmland.<init>(BlockFarmland.java:5)	Change visibility of Class "BlockFarmland" to default - May cause compile errors!	BlockFarmland	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.FoodStats.<init>(FoodStats.java:3)	Change visibility of Class "FoodStats" to default - May cause compile errors!	FoodStats	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.FoodStats.addStats(FoodStats.java:10)	Change visibility of Method "FoodStats.addStats(int,float)" to private	FoodStats.addStats(int,float)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.FoodStats.addStats(FoodStats.java:15)	Change visibility of Method "FoodStats.addStats(ItemFood)" to default	FoodStats.addStats(ItemFood)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.FoodStats.onUpdate(FoodStats.java:19)	Change visibility of Method "FoodStats.onUpdate(EntityPlayer)" to default	FoodStats.onUpdate(EntityPlayer)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.FoodStats.readNBT(FoodStats.java:53)	Change visibility of Method "FoodStats.readNBT(NBTTagCompound)" to default	FoodStats.readNBT(NBTTagCompound)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.FoodStats.writeNBT(FoodStats.java:63)	Change visibility of Method "FoodStats.writeNBT(NBTTagCompound)" to default	FoodStats.writeNBT(NBTTagCompound)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.FoodStats.needFood(FoodStats.java:78)	Change visibility of Method "FoodStats.needFood()" to default	FoodStats.needFood()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.FoodStats.addExhaustion(FoodStats.java:82)	Change visibility of Method "FoodStats.addExhaustion(float)" to default	FoodStats.addExhaustion(float)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntitySnowShovelFX.<init>(EntitySnowShovelFX.java:3)	Change visibility of Class "EntitySnowShovelFX" to default - May cause compile errors!	EntitySnowShovelFX	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntitySnowShovelFX.EntitySnowShovelFX(EntitySnowShovelFX.java:6)	Change visibility of Constructor "EntitySnowShovelFX.EntitySnowShovelFX(World,double,double,double,double,*,*)" to default	EntitySnowShovelFX.EntitySnowShovelFX(World,double,double,double,double,*,*)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntitySnowShovelFX.EntitySnowShovelFX(EntitySnowShovelFX.java:10)	Change visibility of Constructor "EntitySnowShovelFX.EntitySnowShovelFX(World,double,double,double,double,*,*,*)" to private	EntitySnowShovelFX.EntitySnowShovelFX(World,double,double,double,double,*,*,*)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntitySnowShovelFX.snowDigParticleScale(EntitySnowShovelFX.java:4)	Change visibility of Field "EntitySnowShovelFX.snowDigParticleScale" to private	EntitySnowShovelFX.snowDigParticleScale	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.ItemAppleGold.<init>(ItemAppleGold.java:3)	Change visibility of Class "ItemAppleGold" to default - May cause compile errors!	ItemAppleGold	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.ItemAppleGold.ItemAppleGold(ItemAppleGold.java:4)	Change visibility of Constructor "ItemAppleGold.ItemAppleGold(int,int,float,boolean)" to default	ItemAppleGold.ItemAppleGold(int,int,float,boolean)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EnumRarity.<init>(EnumRarity.java:3)	Change visibility of Enum "EnumRarity" to default - May cause compile errors!	EnumRarity	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EnumRarity.uncommon(EnumRarity.java:5)	EnumConstant "EnumRarity.uncommon" has 0 references	EnumRarity.uncommon	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.EnumRarity.nameColor(EnumRarity.java:9)	Change visibility of Field "EnumRarity.nameColor" to default	EnumRarity.nameColor	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EnumRarity.field_40532_f(EnumRarity.java:10)	Field "EnumRarity.field_40532_f" is never read	EnumRarity.field_40532_f	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.EntityLookHelper.<init>(EntityLookHelper.java:3)	Change visibility of Class "EntityLookHelper" to default - May cause compile errors!	EntityLookHelper	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityLookHelper.EntityLookHelper(EntityLookHelper.java:12)	Change visibility of Constructor "EntityLookHelper.EntityLookHelper(EntityLiving)" to default	EntityLookHelper.EntityLookHelper(EntityLiving)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityLookHelper.setLookPositionWithEntity(EntityLookHelper.java:16)	Change visibility of Method "EntityLookHelper.setLookPositionWithEntity(Entity,float,float)" to default	EntityLookHelper.setLookPositionWithEntity(Entity,float,float)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityLookHelper.setLookPosition(EntityLookHelper.java:30)	Change visibility of Method "EntityLookHelper.setLookPosition(double,double,double,float,float)" to default	EntityLookHelper.setLookPosition(double,double,double,float,float)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityLookHelper.onUpdateLook(EntityLookHelper.java:39)	Change visibility of Method "EntityLookHelper.onUpdateLook()" to default	EntityLookHelper.onUpdateLook()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityTNTPrimed.<init>(EntityTNTPrimed.java:3)	Change visibility of Class "EntityTNTPrimed" to default - May cause compile errors!	EntityTNTPrimed	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityTNTPrimed.EntityTNTPrimed(EntityTNTPrimed.java:6)	Change visibility of Constructor "EntityTNTPrimed.EntityTNTPrimed(World)" to private	EntityTNTPrimed.EntityTNTPrimed(World)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityTNTPrimed.EntityTNTPrimed(EntityTNTPrimed.java:14)	Change visibility of Constructor "EntityTNTPrimed.EntityTNTPrimed(World,double,double,double)" to default	EntityTNTPrimed.EntityTNTPrimed(World,double,double,double)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityTNTPrimed.fuse(EntityTNTPrimed.java:4)	Change visibility of Field "EntityTNTPrimed.fuse" to default	EntityTNTPrimed.fuse	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Packet255KickDisconnect.<init>(Packet255KickDisconnect.java:7)	Change visibility of Class "Packet255KickDisconnect" to default - May cause compile errors!	Packet255KickDisconnect	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Packet255KickDisconnect.Packet255KickDisconnect(Packet255KickDisconnect.java:13)	Change visibility of Constructor "Packet255KickDisconnect.Packet255KickDisconnect(String)" to default	Packet255KickDisconnect.Packet255KickDisconnect(String)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Packet255KickDisconnect.reason(Packet255KickDisconnect.java:8)	Change visibility of Field "Packet255KickDisconnect.reason" to default	Packet255KickDisconnect.reason	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.ModelPig.<init>(ModelPig.java:3)	Change visibility of Class "ModelPig" to default - May cause compile errors!	ModelPig	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.ModelPig.ModelPig(ModelPig.java:8)	Change visibility of Constructor "ModelPig.ModelPig(float)" to default	ModelPig.ModelPig(float)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EnumEnchantmentType.<init>(EnumEnchantmentType.java:3)	Change visibility of Enum "EnumEnchantmentType" to default - May cause compile errors!	EnumEnchantmentType	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EnumEnchantmentType.canEnchantItem(EnumEnchantmentType.java:14)	Change visibility of Method "EnumEnchantmentType.canEnchantItem(Item)" to default	EnumEnchantmentType.canEnchantItem(Item)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.WorldGenCactus.<init>(WorldGenCactus.java:5)	Change visibility of Class "WorldGenCactus" to default - May cause compile errors!	WorldGenCactus	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.BlockRedstoneTorch.<init>(BlockRedstoneTorch.java:7)	Change visibility of Class "BlockRedstoneTorch" to default - May cause compile errors!	BlockRedstoneTorch	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Packet71Weather.<init>(Packet71Weather.java:7)	Change visibility of Class "Packet71Weather" to default - May cause compile errors!	Packet71Weather	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Packet71Weather.Packet71Weather(Packet71Weather.java:17)	Constructor "Packet71Weather.Packet71Weather(Entity)" has 0 references	Packet71Weather.Packet71Weather(Entity)	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.Packet71Weather.entityID(Packet71Weather.java:8)	Change visibility of Field "Packet71Weather.entityID" to default	Packet71Weather.entityID	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Packet71Weather.posX(Packet71Weather.java:9)	Change visibility of Field "Packet71Weather.posX" to default	Packet71Weather.posX	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Packet71Weather.posY(Packet71Weather.java:10)	Change visibility of Field "Packet71Weather.posY" to default	Packet71Weather.posY	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Packet71Weather.posZ(Packet71Weather.java:11)	Change visibility of Field "Packet71Weather.posZ" to default	Packet71Weather.posZ	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Packet71Weather.isLightningBolt(Packet71Weather.java:12)	Change visibility of Field "Packet71Weather.isLightningBolt" to default	Packet71Weather.isLightningBolt	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Direction.<init>(Direction.java:3)	Change visibility of Class "Direction" to default - May cause compile errors!	Direction	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Direction.offsetX(Direction.java:4)	Change visibility of Constant "Direction.offsetX" to default	Direction.offsetX	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Direction.offsetZ(Direction.java:5)	Change visibility of Constant "Direction.offsetZ" to default	Direction.offsetZ	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Direction.headInvisibleFace(Direction.java:6)	Constant "Direction.headInvisibleFace" has 0 references	Direction.headInvisibleFace	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.Direction.vineGrowth(Direction.java:7)	Constant "Direction.vineGrowth" has 0 references	Direction.vineGrowth	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.Direction.footInvisibleFaceRemap(Direction.java:8)	Change visibility of Constant "Direction.footInvisibleFaceRemap" to default	Direction.footInvisibleFaceRemap	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Direction.enderEyeMetaToDirection(Direction.java:9)	Constant "Direction.enderEyeMetaToDirection" has 0 references	Direction.enderEyeMetaToDirection	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.Direction.field_35868_g(Direction.java:10)	Constant "Direction.field_35868_g" has 0 references	Direction.field_35868_g	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.Direction.bedDirection(Direction.java:11)	Constant "Direction.bedDirection" has 0 references	Direction.bedDirection	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.Packet5PlayerInventory.<init>(Packet5PlayerInventory.java:7)	Change visibility of Class "Packet5PlayerInventory" to default - May cause compile errors!	Packet5PlayerInventory	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Packet5PlayerInventory.Packet5PlayerInventory(Packet5PlayerInventory.java:16)	Constructor "Packet5PlayerInventory.Packet5PlayerInventory(int,int,ItemStack)" has 0 references	Packet5PlayerInventory.Packet5PlayerInventory(int,int,ItemStack)	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.Packet5PlayerInventory.entityID(Packet5PlayerInventory.java:8)	Change visibility of Field "Packet5PlayerInventory.entityID" to default	Packet5PlayerInventory.entityID	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Packet5PlayerInventory.slot(Packet5PlayerInventory.java:9)	Change visibility of Field "Packet5PlayerInventory.slot" to default	Packet5PlayerInventory.slot	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Packet5PlayerInventory.itemID(Packet5PlayerInventory.java:10)	Change visibility of Field "Packet5PlayerInventory.itemID" to default	Packet5PlayerInventory.itemID	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Packet5PlayerInventory.itemDamage(Packet5PlayerInventory.java:11)	Change visibility of Field "Packet5PlayerInventory.itemDamage" to default	Packet5PlayerInventory.itemDamage	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityAISwimming.<init>(EntityAISwimming.java:3)	Change visibility of Class "EntityAISwimming" to default - May cause compile errors!	EntityAISwimming	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityAISwimming.EntityAISwimming(EntityAISwimming.java:6)	Change visibility of Constructor "EntityAISwimming.EntityAISwimming(EntityLiving)" to default	EntityAISwimming.EntityAISwimming(EntityLiving)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.ModelSheep1.<init>(ModelSheep1.java:3)	Change visibility of Class "ModelSheep1" to default - May cause compile errors!	ModelSheep1	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.CreativeTabs.<init>(CreativeTabs.java:6)	Change visibility of Class "CreativeTabs" to default - May cause compile errors!	CreativeTabs	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.CreativeTabs.CreativeTabs(CreativeTabs.java:33)	Change visibility of Constructor "CreativeTabs.CreativeTabs(int,String)" to default	CreativeTabs.CreativeTabs(int,String)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.CreativeTabs.setBackgroundImageName(CreativeTabs.java:71)	Change visibility of Method "CreativeTabs.setBackgroundImageName(String)" to private	CreativeTabs.setBackgroundImageName(String)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.CreativeTabs.drawInForegroundOfTab(CreativeTabs.java:76)	Change visibility of Method "CreativeTabs.drawInForegroundOfTab()" to default	CreativeTabs.drawInForegroundOfTab()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.CreativeTabs.setNoTitle(CreativeTabs.java:80)	Change visibility of Method "CreativeTabs.setNoTitle()" to private	CreativeTabs.setNoTitle()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.CreativeTabs.shouldHidePlayerInventory(CreativeTabs.java:85)	Change visibility of Method "CreativeTabs.shouldHidePlayerInventory()" to default	CreativeTabs.shouldHidePlayerInventory()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.CreativeTabs.setNoScrollbar(CreativeTabs.java:89)	Change visibility of Method "CreativeTabs.setNoScrollbar()" to private	CreativeTabs.setNoScrollbar()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.CreativeTabs.displayAllReleventItems(CreativeTabs.java:111)	Change visibility of Method "CreativeTabs.displayAllReleventItems(List<ItemStack>)" to default	CreativeTabs.displayAllReleventItems(List<ItemStack>)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.CreativeTabs.creativeTabList(CreativeTabs.java:7)	Change visibility of Field "CreativeTabs.creativeTabList" to default	CreativeTabs.creativeTabList	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.CreativeTabs.tabBlock(CreativeTabs.java:9)	Change visibility of Constant "CreativeTabs.tabBlock" to default	CreativeTabs.tabBlock	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.CreativeTabs.tabDeco(CreativeTabs.java:10)	Change visibility of Constant "CreativeTabs.tabDeco" to default	CreativeTabs.tabDeco	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.CreativeTabs.tabRedstone(CreativeTabs.java:11)	Change visibility of Constant "CreativeTabs.tabRedstone" to default	CreativeTabs.tabRedstone	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.CreativeTabs.tabTransport(CreativeTabs.java:12)	Change visibility of Constant "CreativeTabs.tabTransport" to default	CreativeTabs.tabTransport	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.CreativeTabs.tabMisc(CreativeTabs.java:13)	Change visibility of Constant "CreativeTabs.tabMisc" to default	CreativeTabs.tabMisc	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.CreativeTabs.tabAllSearch(CreativeTabs.java:14)	Change visibility of Constant "CreativeTabs.tabAllSearch" to default	CreativeTabs.tabAllSearch	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.CreativeTabs.tabFood(CreativeTabs.java:16)	Change visibility of Constant "CreativeTabs.tabFood" to default	CreativeTabs.tabFood	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.CreativeTabs.tabTools(CreativeTabs.java:17)	Change visibility of Constant "CreativeTabs.tabTools" to default	CreativeTabs.tabTools	org.ucdetector.analyzeMarkerVisibilityDefault	
